Open_Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number_of_Trades,Taker_buy_volume,Taker_Buy_Quote_Volume,Ignore
1673985600000,1588.86000000,1592.64000000,1563.69000000,1565.57000000,53456.08980000,1673999999999,84381831.02306200,90254,25219.09770000,39814675.94492500,0
1674000000000,1565.56000000,1592.01000000,1562.93000000,1582.01000000,72696.99060000,1674014399999,114783028.84974500,100014,38240.68050000,60385818.96790400,0
1674014400000,1582.00000000,1588.72000000,1578.86000000,1583.14000000,48192.20090000,1674028799999,76316932.97003300,65557,25993.14030000,41161806.88684700,0
1674028800000,1583.14000000,1583.77000000,1570.67000000,1575.90000000,50015.54750000,1674043199999,78861055.25401000,77498,25281.99830000,39864343.86059600,0
1674043200000,1575.90000000,1610.00000000,1533.02000000,1549.75000000,231844.55130000,1674057599999,365958495.58662600,239193,116077.89150000,183287884.88226500,0
1674057600000,1549.63000000,1566.88000000,1501.39000000,1541.96000000,271354.35530000,1674071999999,416727647.28651500,321239,136825.45470000,210082508.43409300,0
1674072000000,1541.96000000,1544.78000000,1507.90000000,1511.43000000,78431.24010000,1674086399999,119596007.78293400,110086,37030.18120000,56458547.33277700,0
1674086400000,1511.44000000,1528.00000000,1509.15000000,1524.82000000,44384.03350000,1674100799999,67457310.63520400,70397,22675.73410000,34462154.54852400,0
1674100800000,1524.82000000,1532.50000000,1524.82000000,1528.65000000,23973.44070000,1674115199999,36656092.30617400,53123,12936.28080000,19779721.34080500,0
1674115200000,1528.65000000,1531.64000000,1516.17000000,1519.61000000,35634.26100000,1674129599999,54307895.64391200,62338,17060.33450000,25999705.30303500,0
1674129600000,1519.60000000,1547.86000000,1513.33000000,1533.09000000,93954.57000000,1674143999999,143691742.34639900,113685,47474.91240000,72621116.26238400,0
1674144000000,1533.09000000,1554.52000000,1522.65000000,1551.95000000,62818.41170000,1674158399999,96662555.29060000,94503,33017.67180000,50806907.50304200,0
1674158400000,1551.95000000,1564.43000000,1544.27000000,1551.09000000,47914.74760000,1674172799999,74445214.71264100,83157,24695.40280000,38369137.99351500,0
1674172800000,1551.09000000,1563.88000000,1545.51000000,1554.54000000,35353.63630000,1674187199999,54937898.80344000,70786,17435.58560000,27094558.74537800,0
1674187200000,1554.55000000,1556.66000000,1542.02000000,1550.33000000,39956.08610000,1674201599999,61870876.52079700,68712,18453.48450000,28572908.94329800,0
1674201600000,1550.32000000,1555.85000000,1545.26000000,1549.49000000,36014.12840000,1674215999999,55854476.17155400,62743,17148.51420000,26596117.74208500,0
1674216000000,1549.48000000,1569.90000000,1549.02000000,1563.69000000,55431.99610000,1674230399999,86466518.10908900,100694,30040.30670000,46858707.55526400,0
1674230400000,1563.69000000,1601.53000000,1561.61000000,1600.49000000,107459.98060000,1674244799999,170567164.34091900,154070,57463.91400000,91192336.75075800,0
1674244800000,1600.49000000,1669.90000000,1600.48000000,1658.52000000,166355.16990000,1674259199999,272530983.92486400,253628,89716.21640000,146898191.59545400,0
